Thorup Zwick Query	1500	3399	2	2.999774	1.000000	1.219432	285	0
Thorup Zwick Query	1500	3399	4	5.432184	1.000000	1.406413	486	0
Thorup Zwick Query	1500	3399	8	7.030760	1.000000	1.344279	368	0
Thorup Zwick Query	1500	3399	16	6.726724	1.000000	1.456706	620	0
Thorup Zwick Query	1500	3399	32	7.481344	1.000000	1.393753	1045	0
Thorup Zwick Query	1500	3399	64	7.131300	1.000000	1.557319	2107	0
Thorup Zwick Query	1500	3399	128	8.688574	1.000000	1.330424	3171	0
Thorup Zwick Query	1500	3375	2	2.999231	1.000000	1.198680	268	0
Thorup Zwick Query	1500	3375	4	5.678844	1.000000	1.327731	396	0
Thorup Zwick Query	1500	3375	8	6.196494	1.000000	1.383942	457	0
Thorup Zwick Query	1500	3375	16	6.643196	1.000000	1.321982	683	0
Thorup Zwick Query	1500	3375	32	7.599880	1.000000	1.417291	888	0
Thorup Zwick Query	1500	3375	64	6.851513	1.000000	1.414625	2024	0
Thorup Zwick Query	1500	3375	128	6.979417	1.000000	1.535942	2961	0
Thorup Zwick Query	1500	3386	2	2.999672	1.000000	1.185439	275	0
Thorup Zwick Query	1500	3386	4	5.703806	1.000000	1.269967	413	0
Thorup Zwick Query	1500	3386	8	6.979814	1.000000	1.321388	544	0
Thorup Zwick Query	1500	3386	16	5.875033	1.000000	1.435765	623	0
Thorup Zwick Query	1500	3386	32	6.557245	1.000000	1.482194	1150	0
Thorup Zwick Query	1500	3386	64	7.263063	1.000000	1.474568	2518	0
Thorup Zwick Query	1500	3386	128	6.962155	1.000000	1.602443	3448	0
Thorup Zwick Query	1750	3983	2	2.999933	1.000000	1.185009	348	0
Thorup Zwick Query	1750	3983	4	5.438606	1.000000	1.312950	404	0
Thorup Zwick Query	1750	3983	8	6.069603	1.000000	1.368269	660	0
Thorup Zwick Query	1750	3983	16	7.291103	1.000000	1.450818	787	0
Thorup Zwick Query	1750	3983	32	7.927222	1.000000	1.376909	1283	0
Thorup Zwick Query	1750	3983	64	6.667597	1.000000	1.330082	2226	0
Thorup Zwick Query	1750	3983	128	7.279101	1.000000	1.326081	2873	0
Thorup Zwick Query	1750	3943	2	2.999630	1.000000	1.190885	363	0
Thorup Zwick Query	1750	3943	4	6.139145	1.000000	1.384646	428	0
Thorup Zwick Query	1750	3943	8	6.895828	1.000000	1.306559	506	0
Thorup Zwick Query	1750	3943	16	7.225667	1.000000	1.334181	830	0
Thorup Zwick Query	1750	3943	32	7.346261	1.000000	1.334310	1092	0
Thorup Zwick Query	1750	3943	64	6.711747	1.000000	1.475270	1670	0
Thorup Zwick Query	1750	3943	128	8.404079	1.000000	1.462739	3102	0
Thorup Zwick Query	1750	3942	2	2.999882	1.000000	1.172208	280	0
Thorup Zwick Query	1750	3942	4	5.934936	1.000000	1.267730	307	0
Thorup Zwick Query	1750	3942	8	6.506842	1.000000	1.376621	402	0
Thorup Zwick Query	1750	3942	16	6.870123	1.000000	1.440502	616	0
Thorup Zwick Query	1750	3942	32	6.528472	1.000000	1.434692	1094	0
Thorup Zwick Query	1750	3942	64	7.464752	1.000000	1.490589	2185	0
Thorup Zwick Query	1750	3942	128	7.129669	1.000000	1.568859	3511	0
Thorup Zwick Query	1750	3959	2	2.999857	1.000000	1.184677	257	0
Thorup Zwick Query	1750	3959	4	5.924448	1.000000	1.379524	378	0
Thorup Zwick Query	1750	3959	8	6.386465	1.000000	1.339693	540	0
Thorup Zwick Query	1750	3959	16	7.420993	1.000000	1.389133	942	0
Thorup Zwick Query	1750	3959	32	7.648653	1.000000	1.365909	934	0
