A*  (7)	8	5000	5867	25	0	122449	
BDD (7)	8	5000	5867	30	0	114483	
A*  (8)	8	5000	5867	25	1	100912	
BDD (8)	8	5000	5867	80	0	200691	
A*  (9)	8	5000	5867	25	0	107220	
BDD (9)	8	5000	5867	30	0	115844	
A*  (10)	8	5000	5867	25	0	103202	
BDD (10)	8	5000	5867	28	1	116396	
A*  (1)	9	5000	5867	25	0	97288	
BDD (1)	9	5000	5867	31	0	135407	
A*  (2)	9	5000	5867	25	0	95076	
BDD (2)	9	5000	5867	94	0	204325	
A*  (3)	9	5000	5867	25	0	93102	
BDD (3)	9	5000	5867	27	0	99352	
A*  (4)	9	5000	5867	25	0	94147	
BDD (4)	9	5000	5867	47	0	194968	
A*  (5)	9	5000	5867	25	0	158634	
BDD (5)	9	5000	5867	27	1	160382	
A*  (6)	9	5000	5867	25	0	152228	
BDD (6)	9	5000	5867	49	0	215483	
A*  (7)	9	5000	5867	25	0	111426	
BDD (7)	9	5000	5867	30	0	128303	
A*  (8)	9	5000	5867	25	0	102662	
BDD (8)	9	5000	5867	80	0	171072	
A*  (9)	9	5000	5867	25	0	116105	
BDD (9)	9	5000	5867	30	0	132956	
A*  (10)	9	5000	5867	25	0	152762	
BDD (10)	9	5000	5867	28	0	167020	
A*  (1)	10	5000	5867	25	0	142978	
BDD (1)	10	5000	5867	31	0	132430	
A*  (2)	10	5000	5867	25	0	103846	
BDD (2)	10	5000	5867	94	0	211811	
A*  (3)	10	5000	5867	25	0	104226	
BDD (3)	10	5000	5867	27	0	139735	
A*  (4)	10	5000	5867	25	0	99144	
BDD (4)	10	5000	5867	47	0	144832	
A*  (5)	10	5000	5867	25	0	126644	
BDD (5)	10	5000	5867	27	0	119339	
A*  (6)	10	5000	5867	25	0	89659	
BDD (6)	10	5000	5867	49	0	129955	
A*  (7)	10	5000	5867	25	1	80486	
BDD (7)	10	5000	5867	30	0	108542	
A*  (8)	10	5000	5867	25	0	78469	
BDD (8)	10	5000	5867	80	0	187592	
A*  (9)	10	5000	5867	25	0	88185	
BDD (9)	10	5000	5867	30	0	112774	
A*  (10)	10	5000	5867	25	1	86669	
BDD (10)	10	5000	5867	28	0	127688	
A*  (1)	2	5000	16581	69	1	796678	
BDD (1)	2	5000	16581	545	2	2522949	
A*  (2)	2	5000	16581	279	11	11453990	
BDD (2)	2	5000	16581	1209	8	7709739	
A*  (3)	2	5000	16581	318	25	25174380	
BDD (3)	2	5000	16581	893	6	5446374	
A*  (4)	2	5000	16581	273	13	12495047	
BDD (4)	2	5000	16581	1415	8	8421494	
A*  (5)	2	5000	16581	133	3	3365850	
BDD (5)	2	5000	16581	780	4	4571374	
A*  (6)	2	5000	16581	109	1	813686	
BDD (6)	2	5000	16581	732	4	3779889	
A*  (7)	2	5000	16581	489	670	670899653	
BDD (7)	2	5000	16581	2470	11	10676296	
A*  (8)	2	5000	16581	476	49	49170943	
BDD (8)	2	5000	16581	2586	6	6302318	
A*  (9)	2	5000	16581	151	1	1090040	
BDD (9)	2	5000	16581	666	2	2618256	
A*  (10)	2	5000	16581	370	10	10425530	
BDD (10)	2	5000	16581	2605	5	5102119	
A*  (1)	3	5000	16581	69	0	461615	
BDD (1)	3	5000	16581	545	2	1100079	
A*  (2)	3	5000	16581	284	10	9950473	
BDD (2)	3	5000	16581	1209	3	2449040	
A*  (3)	3	5000	16581	318	19	19492727	
BDD (3)	3	5000	16581	893	2	1833788	
A*  (4)	3	5000	16581	273	7	7316453	
BDD (4)	3	5000	16581	1446	2	2820324	
A*  (5)	3	5000	16581	139	4	3767929	
BDD (5)	3	5000	16581	780	1	1518419	
A*  (6)	3	5000	16581	107	1	561235	
BDD (6)	3	5000	16581	732	1	1398901	
A*  (7)	3	5000	16581	489	673	672889388	
BDD (7)	3	5000	16581	2465	21	21538800	
A*  (8)	3	5000	16581	476	109	109625535	
BDD (8)	3	5000	16581	2587	10	10803603	
A*  (9)	3	5000	16581	151	1	906655	
BDD (9)	3	5000	16581	666	1	1409654	
A*  (10)	3	5000	16581	370	18	17967686	
BDD (10)	3	5000	16581	2606	8	8173073	
A*  (1)	4	5000	16581	69	0	462931	
BDD (1)	4	5000	16581	543	1	1002537	
A*  (2)	4	5000	16581	284	20	19775399	
BDD (2)	4	5000	16581	1209	5	4772197	
A*  (3)	4	5000	16581	318	29	29931538	
BDD (3)	4	5000	16581	893	3	3087900	
A*  (4)	4	5000	16581	273	12	11715628	
BDD (4)	4	5000	16581	1415	8	8345932	
A*  (5)	4	5000	16581	139	5	4333586	
BDD (5)	4	5000	16581	780	2	1866408	
A*  (6)	4	5000	16581	109	0	629769	
BDD (6)	4	5000	16581	732	3	2202454	
A*  (7)	4	5000	16581	489	1115	1115314255	
BDD (7)	4	5000	16581	2470	12	11842364	
A*  (8)	4	5000	16581	476	166	166378007	
BDD (8)	4	5000	16581	2587	7	7153146	
A*  (9)	4	5000	16581	151	2	1495737	
BDD (9)	4	5000	16581	667	3	2409763	
A*  (10)	4	5000	16581	370	21	20579324	
BDD (10)	4	5000	16581	2606	7	6229353	
A*  (1)	5	5000	16581	69	1	649587	
BDD (1)	5	5000	16581	545	1	1429949	
A*  (2)	5	5000	16581	284	36	35711853	
BDD (2)	5	5000	16581	1209	5	4645371	
A*  (3)	5	5000	16581	318	23	23144693	
BDD (3)	5	5000	16581	893	4	3951970	
A*  (4)	5	5000	16581	273	18	17651673	
BDD (4)	5	5000	16581	1415	3	3555373	
A*  (5)	5	5000	16581	139	3	3691951	
BDD (5)	5	5000	16581	780	2	2012476	
A*  (6)	5	5000	16581	109	0	831360	
BDD (6)	5	5000	16581	732	2	2119065	
A*  (7)	5	5000	16581	489	870	869970696	
BDD (7)	5	5000	16581	2470	4	4042493	
A*  (8)	5	5000	16581	476	125	124890648	
BDD (8)	5	5000	16581	2587	5	4713090	
A*  (9)	5	5000	16581	151	1	1192957	
BDD (9)	5	5000	16581	667	1	1194869	
A*  (10)	5	5000	16581	370	16	16375527	
BDD (10)	5	5000	16581	2606	5	4173374	
A*  (1)	6	5000	16581	69	0	458501	
BDD (1)	6	5000	16581	545	1	818255	
A*  (2)	6	5000	16581	284	26	25419859	
BDD (2)	6	5000	16581	1209	2	1776084	
A*  (3)	6	5000	16581	318	23	22428260	
BDD (3)	6	5000	16581	893	1	1248056	
A*  (4)	6	5000	16581	273	10	10008101	
BDD (4)	6	5000	16581	1415	2	2096992	
A*  (5)	6	5000	16581	139	4	3863572	
BDD (5)	6	5000	16581	780	1	1190470	
A*  (6)	6	5000	16581	109	1	497409	
BDD (6)	6	5000	16581	732	1	987201	
A*  (7)	6	5000	16581	489	741	740815105	
BDD (7)	6	5000	16581	2470	4	3497981	
A*  (8)	6	5000	16581	476	206	206042210	
BDD (8)	6	5000	16581	2587	5	5070177	
A*  (9)	6	5000	16581	151	2	1890844	
BDD (9)	6	5000	16581	667	1	1243411	
A*  (10)	6	5000	16581	370	15	14965369	
BDD (10)	6	5000	16581	2606	4	3899732	
A*  (1)	7	5000	16581	69	0	423496	
BDD (1)	7	5000	16581	545	1	651757	
A*  (2)	7	5000	16581	284	26	26560182	
BDD (2)	7	5000	16581	1209	1	1551164	
A*  (3)	7	5000	16581	318	17	16676102	
BDD (3)	7	5000	16581	893	2	1273504	
A*  (4)	7	5000	16581	273	9	9712287	
BDD (4)	7	5000	16581	1415	2	1929859	
A*  (5)	7	5000	16581	139	3	3574582	
BDD (5)	7	5000	16581	780	1	1027519	
A*  (6)	7	5000	16581	109	0	470774	
BDD (6)	7	5000	16581	732	1	904678	
A*  (7)	7	5000	16581	489	820	819756367	
BDD (7)	7	5000	16581	2470	3	3061174	
A*  (8)	7	5000	16581	476	143	143068758	
BDD (8)	7	5000	16581	2587	3	3669210	
A*  (9)	7	5000	16581	151	0	869048	
BDD (9)	7	5000	16581	667	0	813798	
A*  (10)	7	5000	16581	370	16	15219608	
BDD (10)	7	5000	16581	2606	4	4104831	
A*  (1)	8	5000	16581	69	1	472428	
BDD (1)	8	5000	16581	545	1	699300	
A*  (2)	8	5000	16581	284	49	49406215	
BDD (2)	8	5000	16581	1209	2	1708225	
A*  (3)	8	5000	16581	318	23	23181533	
BDD (3)	8	5000	16581	893	1	1194902	
A*  (4)	8	5000	16581	273	10	10326075	
BDD (4)	8	5000	16581	1415	2	1902047	
A*  (5)	8	5000	16581	139	4	4116872	
BDD (5)	8	5000	16581	780	1	1000450	
A*  (6)	8	5000	16581	109	1	470823	
BDD (6)	8	5000	16581	732	0	879960	
A*  (7)	8	5000	16581	489	939	939093907	
BDD (7)	8	5000	16581	2470	2	2444754	
A*  (8)	8	5000	16581	476	105	104647711	
BDD (8)	8	5000	16581	2587	3	2682733	
A*  (9)	8	5000	16581	151	1	755508	
BDD (9)	8	5000	16581	667	1	651397	
A*  (10)	8	5000	16581	370	11	10962555	
BDD (10)	8	5000	16581	2606	3	2767849	
A*  (1)	9	5000	16581	69	1	495541	
BDD (1)	9	5000	16581	545	0	475934	
A*  (2)	9	5000	16581	284	27	26996568	
BDD (2)	9	5000	16581	1209	1	1856642	
A*  (3)	9	5000	16581	318	26	26770426	
BDD (3)	9	5000	16581	893	1	1583711	
A*  (4)	9	5000	16581	273	10	9425234	
BDD (4)	9	5000	16581	1415	2	2284559	
A*  (5)	9	5000	16581	139	4	4692674	
BDD (5)	9	5000	16581	780	1	1234072	
A*  (6)	9	5000	16581	109	1	621935	
BDD (6)	9	5000	16581	732	1	1052397	
A*  (7)	9	5000	16581	489	1001	1000948906	
BDD (7)	9	5000	16581	2470	4	3649338	
A*  (8)	9	5000	16581	476	158	157799092	
BDD (8)	9	5000	16581	2587	4	4062195	
A*  (9)	9	5000	16581	151	1	924341	
BDD (9)	9	5000	16581	667	1	816595	
A*  (10)	9	5000	16581	370	19	18658498	
BDD (10)	9	5000	16581	2606	4	3994352	
A*  (1)	10	5000	16581	69	1	474865	
BDD (1)	10	5000	16581	545	1	708876	
A*  (2)	10	5000	16581	284	31	31312062	
BDD (2)	10	5000	16581	1209	2	1844216	
A*  (3)	10	5000	16581	318	59	58303222	
BDD (3)	10	5000	16581	893	1	1261957	
A*  (4)	10	5000	16581	273	14	13545584	
BDD (4)	10	5000	16581	1415	2	2179062	
A*  (5)	10	5000	16581	139	5	5022625	
BDD (5)	10	5000	16581	780	2	2053144	
A*  (6)	10	5000	16581	109	0	548647	
BDD (6)	10	5000	16581	732	1	1052394	
A*  (7)	10	5000	16581	489	1019	1019515168	
BDD (7)	10	5000	16581	2470	3	3075797	
A*  (8)	10	5000	16581	476	158	158436679	
BDD (8)	10	5000	16581	2587	4	3723321	
A*  (9)	10	5000	16581	151	1	885514	
BDD (9)	10	5000	16581	667	1	835636	
A*  (10)	10	5000	16581	370	18	17380776	
BDD (10)	10	5000	16581	2606	3	3582694	
A*  (1)	2	5000	48267	247	2	2390223	
BDD (1)	2	5000	48267	1428	3	2927141	
A*  (2)	2	5000	48267	69	0	254704	
BDD (2)	2	5000	48267	463	1	651462	
A*  (3)	2	5000	48267	352	19	19226573	
BDD (3)	2	5000	48267	2801	6	5281129	
A*  (4)	2	5000	48267	201	0	618330	
BDD (4)	2	5000	48267	1747	3	2855756	
A*  (5)	2	5000	48267	226	1	1010584	
BDD (5)	2	5000	48267	2213	5	4878637	
A*  (6)	2	5000	48267	81	0	272705	
BDD (6)	2	5000	48267	417	1	660822	
A*  (7)	2	5000	48267	235	1	1262958	
BDD (7)	2	5000	48267	1581	3	2991123	
A*  (8)	2	5000	48267	137	0	340910	
BDD (8)	2	5000	48267	1082	2	1847381	
A*  (9)	2	5000	48267	130	0	341835	
BDD (9)	2	5000	48267	778	1	1334655	
A*  (10)	2	5000	48267	157	1	513347	
BDD (10)	2	5000	48267	878	1	1609880	
A*  (1)	3	5000	48267	250	3	2695147	
BDD (1)	3	5000	48267	1428	4	3665618	
A*  (2)	3	5000	48267	69	0	209457	
BDD (2)	3	5000	48267	463	0	912320	
A*  (3)	3	5000	48267	352	31	30985078	
BDD (3)	3	5000	48267	2802	5	5337411	
A*  (4)	3	5000	48267	191	1	525172	
BDD (4)	3	5000	48267	1747	3	2968085	
A*  (5)	3	5000	48267	227	1	743690	
BDD (5)	3	5000	48267	2213	6	5733404	
A*  (6)	3	5000	48267	83	0	254500	
BDD (6)	3	5000	48267	416	1	896713	
A*  (7)	3	5000	48267	229	2	1976800	
BDD (7)	3	5000	48267	1581	4	4409726	
A*  (8)	3	5000	48267	135	1	403283	
BDD (8)	3	5000	48267	1082	3	2805816	
A*  (9)	3	5000	48267	134	0	323952	
BDD (9)	3	5000	48267	778	1	1330796	
A*  (10)	3	5000	48267	161	1	637198	
BDD (10)	3	5000	48267	881	2	1874022	
A*  (1)	4	5000	48267	248	4	4479911	
BDD (1)	4	5000	48267	1428	4	3762770	
A*  (2)	4	5000	48267	69	0	221793	
BDD (2)	4	5000	48267	463	1	1019846	
A*  (3)	4	5000	48267	352	90	89949517	
BDD (3)	4	5000	48267	2802	5	5194264	
A*  (4)	4	5000	48267	190	1	645091	
BDD (4)	4	5000	48267	1747	3	3058771	
A*  (5)	4	5000	48267	226	1	685573	
BDD (5)	4	5000	48267	2213	4	4083449	
A*  (6)	4	5000	48267	83	0	226019	
BDD (6)	4	5000	48267	416	1	599183	
A*  (7)	4	5000	48267	229	1	1289582	
BDD (7)	4	5000	48267	1581	2	2818671	
A*  (8)	4	5000	48267	135	0	278778	
BDD (8)	4	5000	48267	1082	2	1746393	
A*  (9)	4	5000	48267	134	0	319596	
BDD (9)	4	5000	48267	778	2	1331502	
A*  (10)	4	5000	48267	161	0	676141	
BDD (10)	4	5000	48267	879	1	1559481	
A*  (1)	5	5000	48267	250	3	2606531	
BDD (1)	5	5000	48267	1428	3	2600145	
A*  (2)	5	5000	48267	69	0	204596	
BDD (2)	5	5000	48267	463	1	699020	
A*  (3)	5	5000	48267	352	71	70912500	
BDD (3)	5	5000	48267	2802	7	6369372	
A*  (4)	5	5000	48267	190	0	712428	
BDD (4)	5	5000	48267	1747	3	3667001	
A*  (5)	5	5000	48267	226	1	800258	
BDD (5)	5	5000	48267	2213	6	5118129	
A*  (6)	5	5000	48267	83	0	243660	
BDD (6)	5	5000	48267	417	1	547621	
A*  (7)	5	5000	48267	229	1	1237831	
BDD (7)	5	5000	48267	1581	2	2348241	
A*  (8)	5	5000	48267	131	1	214455	
BDD (8)	5	5000	48267	1082	2	1930614	
A*  (9)	5	5000	48267	134	0	400156	
BDD (9)	5	5000	48267	778	2	1468833	
A*  (10)	5	5000	48267	161	1	663103	
BDD (10)	5	5000	48267	879	2	1746268	
A*  (1)	6	5000	48267	250	3	3565148	
BDD (1)	6	5000	48267	1428	3	3095732	
A*  (2)	6	5000	48267	69	0	273251	
BDD (2)	6	5000	48267	463	1	822975	
A*  (3)	6	5000	48267	352	102	102197042	
BDD (3)	6	5000	48267	2802	6	6328306	
A*  (4)	6	5000	48267	190	1	652192	
BDD (4)	6	5000	48267	1747	4	3577806	
A*  (5)	6	5000	48267	226	1	804394	
BDD (5)	6	5000	48267	2213	4	4457762	
A*  (6)	6	5000	48267	83	1	255778	
BDD (6)	6	5000	48267	417	0	657914	
A*  (7)	6	5000	48267	229	2	1297688	
BDD (7)	6	5000	48267	1581	3	2921325	
A*  (8)	6	5000	48267	135	0	299779	
BDD (8)	6	5000	48267	1082	2	1787140	
A*  (9)	6	5000	48267	134	1	341036	
BDD (9)	6	5000	48267	778	1	1392255	
A*  (10)	6	5000	48267	161	1	643268	
BDD (10)	6	5000	48267	879	2	1643507	
A*  (1)	7	5000	48267	250	3	2770677	
BDD (1)	7	5000	48267	1428	3	2735953	
A*  (2)	7	5000	48267	69	0	197959	
BDD (2)	7	5000	48267	463	1	678003	
A*  (3)	7	5000	48267	352	41	40967239	
BDD (3)	7	5000	48267	2802	7	6791355	
A*  (4)	7	5000	48267	190	1	753064	
BDD (4)	7	5000	48267	1747	4	4071786	
A*  (5)	7	5000	48267	226	1	860576	
BDD (5)	7	5000	48267	2213	6	5263113	
A*  (6)	7	5000	48267	83	0	309063	
BDD (6)	7	5000	48267	417	1	905920	
A*  (7)	7	5000	48267	229	1	1470587	
BDD (7)	7	5000	48267	1581	4	3516705	
A*  (8)	7	5000	48267	135	0	398883	
BDD (8)	7	5000	48267	1082	3	2245052	
A*  (9)	7	5000	48267	134	0	444580	
BDD (9)	7	5000	48267	778	2	1584741	
A*  (10)	7	5000	48267	161	1	906533	
BDD (10)	7	5000	48267	879	2	2036397	
A*  (1)	8	5000	48267	250	3	3626526	
BDD (1)	8	5000	48267	1428	4	3693919	
A*  (2)	8	5000	48267	69	1	290470	
BDD (2)	8	5000	48267	463	1	889979	
A*  (3)	8	5000	48267	352	131	131112912	
BDD (3)	8	5000	48267	2802	5	4961385	
A*  (4)	8	5000	48267	190	1	642130	
BDD (4)	8	5000	48267	1747	3	2841086	
A*  (5)	8	5000	48267	226	1	789633	
BDD (5)	8	5000	48267	2213	4	3793755	
A*  (6)	8	5000	48267	83	0	270987	
BDD (6)	8	5000	48267	417	1	559957	
A*  (7)	8	5000	48267	229	2	1410856	
BDD (7)	8	5000	48267	1581	2	2658582	
A*  (8)	8	5000	48267	135	0	335844	
BDD (8)	8	5000	48267	1082	1	1524923	
A*  (9)	8	5000	48267	134	0	402760	
BDD (9)	8	5000	48267	778	1	1172152	
A*  (10)	8	5000	48267	161	1	704570	
BDD (10)	8	5000	48267	879	2	1458172	
A*  (1)	9	5000	48267	250	3	3249552	
BDD (1)	9	5000	48267	1428	3	2461889	
A*  (2)	9	5000	48267	69	0	279624	
BDD (2)	9	5000	48267	463	1	745902	
A*  (3)	9	5000	48267	352	87	86265736	
BDD (3)	9	5000	48267	2802	5	5026996	
A*  (4)	9	5000	48267	190	1	708801	
BDD (4)	9	5000	48267	1747	3	2855054	
A*  (5)	9	5000	48267	226	1	809727	
BDD (5)	9	5000	48267	2213	4	3859384	
A*  (6)	9	5000	48267	83	0	258708	
BDD (6)	9	5000	48267	417	1	464667	
A*  (7)	9	5000	48267	229	1	1267944	
BDD (7)	9	5000	48267	1581	2	2055556	
A*  (8)	9	5000	48267	135	1	252638	
BDD (8)	9	5000	48267	1082	1	1232588	
A*  (9)	9	5000	48267	134	0	255196	
BDD (9)	9	5000	48267	778	1	903576	
A*  (10)	9	5000	48267	161	1	615017	
BDD (10)	9	5000	48267	879	1	1061298	
A*  (1)	10	5000	48267	250	3	3085648	
BDD (1)	10	5000	48267	1428	3	2349372	
A*  (2)	10	5000	48267	69	0	210898	
BDD (2)	10	5000	48267	463	1	668324	
A*  (3)	10	5000	48267	352	129	129475818	
BDD (3)	10	5000	48267	2802	6	6637713	
A*  (4)	10	5000	48267	190	1	670017	
BDD (4)	10	5000	48267	1747	3	2639630	
A*  (5)	10	5000	48267	226	1	816674	
BDD (5)	10	5000	48267	2213	6	6016186	
A*  (6)	10	5000	48267	83	1	313355	
BDD (6)	10	5000	48267	417	1	828514	
A*  (7)	10	5000	48267	229	2	2028524	
BDD (7)	10	5000	48267	1581	3	2619429	
A*  (8)	10	5000	48267	135	0	312029	
BDD (8)	10	5000	48267	1082	2	1477243	
A*  (9)	10	5000	48267	134	0	345805	
BDD (9)	10	5000	48267	778	1	1157490	
A*  (10)	10	5000	48267	161	1	951830	
BDD (10)	10	5000	48267	879	2	2191231	
A*  (1)	2	5000	142787	902	98	98147999	
BDD (1)	2	5000	142787	4314	22	21674788	
A*  (2)	2	5000	142787	532	4	3569119	
BDD (2)	2	5000	142787	2954	16	15674523	
A*  (3)	2	5000	142787	414	1	1398327	
BDD (3)	2	5000	142787	2492	13	13723776	
A*  (4)	2	5000	142787	763	20	20070390	
BDD (4)	2	5000	142787	2867	17	17012599	
A*  (5)	2	5000	142787	152	1	617051	
BDD (5)	2	5000	142787	543	2	2221778	
A*  (6)	2	5000	142787	154	1	402572	
BDD (6)	2	5000	142787	601	2	2221721	
A*  (7)	2	5000	142787	114	1	364434	
BDD (7)	2	5000	142787	398	1	1389887	
A*  (8)	2	5000	142787	376	2	1080339	
BDD (8)	2	5000	142787	1846	9	9100914	
A*  (9)	2	5000	142787	396	2	1642025	
BDD (9)	2	5000	142787	2307	13	12786920	
A*  (10)	2	5000	142787	383	1	922936	
BDD (10)	2	5000	142787	2302	58	57521117	
A*  (1)	3	5000	142787	902	690	689944994	
BDD (1)	3	5000	142787	4315	14	14202493	
A*  (2)	3	5000	142787	529	7	6439082	
BDD (2)	3	5000	142787	2954	9	8982699	
A*  (3)	3	5000	142787	396	1	863306	
BDD (3)	3	5000	142787	2492	8	7412615	
A*  (4)	3	5000	142787	719	18	18166929	
BDD (4)	3	5000	142787	2870	9	9028428	
A*  (5)	3	5000	142787	152	1	539690	
BDD (5)	3	5000	142787	543	1	1181819	
A*  (6)	3	5000	142787	154	1	291672	
BDD (6)	3	5000	142787	601	1	1172411	
A*  (7)	3	5000	142787	114	0	223007	
BDD (7)	3	5000	142787	403	1	726896	
A*  (8)	3	5000	142787	364	1	539171	
BDD (8)	3	5000	142787	1846	5	4910533	
A*  (9)	3	5000	142787	395	1	1224164	
BDD (9)	3	5000	142787	2307	7	6667133	
A*  (10)	3	5000	142787	389	1	628433	
BDD (10)	3	5000	142787	2301	8	7891880	
A*  (1)	4	5000	142787	901	448	447795974	
BDD (1)	4	5000	142787	4315	13	12770060	
A*  (2)	4	5000	142787	529	3	2961181	
BDD (2)	4	5000	142787	2954	8	8125351	
A*  (3)	4	5000	142787	414	1	1291545	
BDD (3)	4	5000	142787	2492	7	6882730	
A*  (4)	4	5000	142787	717	40	39713480	
BDD (4)	4	5000	142787	2870	8	8309216	
A*  (5)	4	5000	142787	152	1	440765	
BDD (5)	4	5000	142787	543	1	1103494	
